school_to_school,distance_mi,town,year,hh_income,rank,category
Saugus-Manchester,15.506799112025297,Saugus,2009,77178.0,1078,x_hh_income
Gloucester-Swampscott,15.517247717133625,Gloucester,2009,65749.0,1079,x_hh_income
Salem-Georgetown,15.519365983947756,Salem,2009,61917.0,1080,x_hh_income
Lawrence-Newburyport,15.606260090799044,Lawrence,2009,34372.0,1081,x_hh_income
Ipswich-Andover,15.619722899199228,Ipswich,2009,87819.0,1082,x_hh_income
Lawrence-Hamilton,15.70856348237175,Lawrence,2009,34372.0,1083,x_hh_income
Amesbury-Middleton,15.72378249702108,Amesbury,2009,81465.0,1084,x_hh_income
Andover-Hamilton,15.758343218532286,Andover,2009,120621.0,1085,x_hh_income
Gloucester-Peabody,15.890522696154266,Gloucester,2009,65749.0,1086,x_hh_income
Lawrence-Beverly,16.00590447862675,Lawrence,2009,34372.0,1087,x_hh_income
Methuen-Danvers,16.053745356476842,Methuen,2009,67179.0,1088,x_hh_income
Amesbury-Hamilton,16.097453923288366,Amesbury,2009,81465.0,1089,x_hh_income
Danvers-Newburyport,16.133658382863327,Danvers,2009,81836.0,1090,x_hh_income
Salem-Andover,16.204989390768823,Salem,2009,61917.0,1091,x_hh_income
Salem-Newbury,16.43744294243522,Salem,2009,61917.0,1092,x_hh_income
Peabody-Methuen,16.439975632764526,Peabody,2009,71192.0,1093,x_hh_income
Lynn-Andover,16.481500340819096,Lynn,2009,46944.0,1094,x_hh_income
Beverly-Groveland,16.495403844308367,Beverly,2009,72449.0,1095,x_hh_income
Methuen-Ipswich,16.565586663887842,Methuen,2009,67179.0,1096,x_hh_income
Lynn-Gloucester,16.5739121803416,Lynn,2009,46944.0,1097,x_hh_income
Peabody-Groveland,16.58896113190994,Peabody,2009,71192.0,1098,x_hh_income
Haverhill-Danvers,16.742845521517314,Haverhill,2009,67325.0,1099,x_hh_income
Rockport-Newbury,16.829522160879524,Rockport,2009,76745.0,1100,x_hh_income
Groveland-Lynnfield,16.880364255363606,Groveland,2009,91531.0,1101,x_hh_income
Salem-North Andover,16.994939653374267,Salem,2009,61917.0,1102,x_hh_income
Rockport-Danvers,17.068055413321378,Rockport,2009,76745.0,1103,x_hh_income
Marblehead-Georgetown,17.078385759064822,Marblehead,2009,105511.0,1104,x_hh_income
Newburyport-Manchester,17.092291070744253,Newburyport,2009,82912.0,1105,x_hh_income
Lawrence-Saugus,17.09637317499067,Lawrence,2009,34372.0,1106,x_hh_income
Haverhill-Hamilton,17.117663719384304,Haverhill,2009,67325.0,1107,x_hh_income
Andover-Swampscott,17.159933115955244,Andover,2009,120621.0,1108,x_hh_income
Beverly-Newburyport,17.162864608528,Beverly,2009,72449.0,1109,x_hh_income
Amesbury-Andover,17.210854155649013,Amesbury,2009,81465.0,1110,x_hh_income
Rockport-Marblehead,17.214476041323557,Rockport,2009,76745.0,1111,x_hh_income
Lynn-Georgetown,17.229769197983277,Lynn,2009,46944.0,1112,x_hh_income
Saugus-North Andover,17.24339387979217,Saugus,2009,77178.0,1113,x_hh_income
Swampscott-Georgetown,17.25751644148076,Swampscott,2009,98628.0,1114,x_hh_income
Andover-Newburyport,17.403607755179664,Andover,2009,120621.0,1115,x_hh_income
Gloucester-Newburyport,17.439456653732286,Gloucester,2009,65749.0,1116,x_hh_income
Lawrence-Salem,17.441359298529775,Lawrence,2009,34372.0,1117,x_hh_income
Gloucester-Georgetown,17.51726905403272,Gloucester,2009,65749.0,1118,x_hh_income
Haverhill-Lynnfield,17.549864906635467,Haverhill,2009,67325.0,1119,x_hh_income
Salisbury-Marblehead,17.559301459631794,Salisbury,2009,68369.0,1120,x_hh_income
Lynn-North Andover,17.793342757604016,Lynn,2009,46944.0,1121,x_hh_income
Rockport-Newburyport,17.911944205966048,Rockport,2009,76745.0,1122,x_hh_income
Methuen-Hamilton,17.956172618128836,Methuen,2009,67179.0,1123,x_hh_income
Saugus-Ipswich,17.993398810778938,Saugus,2009,77178.0,1124,x_hh_income
Lawrence-Lynn,18.016548938946595,Lawrence,2009,34372.0,1125,x_hh_income
Haverhill-Peabody,18.069702789019665,Haverhill,2009,67325.0,1126,x_hh_income
North Andover-Swampscott,18.268783059518945,North Andover,2009,99691.0,1127,x_hh_income
Saugus-Georgetown,18.28075555882961,Saugus,2009,77178.0,1128,x_hh_income
Newbury-Swampscott,18.31949668550949,Newbury,2009,98942.0,1129,x_hh_income
Salem-Rockport,18.37551040891196,Salem,2009,61917.0,1130,x_hh_income
Andover-Marblehead,18.48502227795016,Andover,2009,120621.0,1131,x_hh_income
Lynn-Newbury,18.534331766607817,Lynn,2009,46944.0,1132,x_hh_income
Lawrence-Swampscott,18.584554664701063,Lawrence,2009,34372.0,1133,x_hh_income
Amesbury-Danvers,18.594489097577085,Amesbury,2009,81465.0,1134,x_hh_income
Groveland-Manchester,18.708926594679557,Groveland,2009,91531.0,1135,x_hh_income
Rockport-Boxford,18.711609389647226,Rockport,2009,76745.0,1136,x_hh_income
Methuen-Beverly,18.785638006009563,Methuen,2009,67179.0,1137,x_hh_income
Gloucester-Lynnfield,18.87052226289195,Gloucester,2009,65749.0,1138,x_hh_income
Peabody-Newburyport,19.090854751609864,Peabody,2009,71192.0,1139,x_hh_income
North Andover-Marblehead,19.10744090093772,North Andover,2009,99691.0,1140,x_hh_income
Haverhill-Beverly,19.17226391554763,Haverhill,2009,67325.0,1141,x_hh_income
North Andover-Manchester,19.60006908182719,North Andover,2009,99691.0,1142,x_hh_income
Lawrence-Marblehead,19.63388197068381,Lawrence,2009,34372.0,1143,x_hh_income
Rockport-Georgetown,19.77429283323797,Rockport,2009,76745.0,1144,x_hh_income
Salem-Merrimac,19.79855980776882,Salem,2009,61917.0,1145,x_hh_income
Rockport-Swampscott,19.832944954636584,Rockport,2009,76745.0,1146,x_hh_income
Peabody-Rockport,19.98039290805461,Peabody,2009,71192.0,1147,x_hh_income
Beverly-Amesbury,20.02087689393048,Beverly,2009,72449.0,1148,x_hh_income
Methuen-Saugus,20.282260549932783,Methuen,2009,67179.0,1149,x_hh_income
Salisbury-Saugus,20.307828831078293,Salisbury,2009,68369.0,1150,x_hh_income
Newburyport-Lynnfield,20.356616448714604,Newburyport,2009,82912.0,1151,x_hh_income
Andover-Manchester,20.460129563002276,Andover,2009,120621.0,1152,x_hh_income
Salem-Methuen,20.498835495217957,Salem,2009,61917.0,1153,x_hh_income
Gloucester-Saugus,20.54127361270812,Gloucester,2009,65749.0,1154,x_hh_income
Amesbury-Manchester,20.6275022248012,Amesbury,2009,81465.0,1155,x_hh_income
Lawrence-Manchester,20.681324564641606,Lawrence,2009,34372.0,1156,x_hh_income
Gloucester-Merrimac,20.736345367951014,Gloucester,2009,65749.0,1157,x_hh_income
Lynn-Rockport,20.8839856108975,Lynn,2009,46944.0,1158,x_hh_income
Lynn-Methuen,21.167875343829028,Lynn,2009,46944.0,1159,x_hh_income
Peabody-Amesbury,21.238386179045992,Peabody,2009,71192.0,1160,x_hh_income
Salem-Newburyport,21.242177897894187,Salem,2009,61917.0,1161,x_hh_income
Gloucester-Amesbury,21.26372255824968,Gloucester,2009,65749.0,1162,x_hh_income
Groveland-Marblehead,21.36451126434109,Groveland,2009,91531.0,1163,x_hh_income
Lynn-Merrimac,21.4528307283514,Lynn,2009,46944.0,1164,x_hh_income
Groveland-Swampscott,21.51867720344836,Groveland,2009,91531.0,1165,x_hh_income
Methuen-Swampscott,21.70454772517829,Methuen,2009,67179.0,1166,x_hh_income
Amesbury-Rockport,21.77235614252541,Amesbury,2009,81465.0,1167,x_hh_income
Salem-Haverhill,21.799231471755373,Salem,2009,61917.0,1168,x_hh_income
Amesbury-Lynnfield,22.042808363077896,Amesbury,2009,81465.0,1169,x_hh_income
Newburyport-Marblehead,22.178447256449367,Newburyport,2009,82912.0,1170,x_hh_income
Saugus-Groveland,22.26165384218731,Saugus,2009,77178.0,1171,x_hh_income
Haverhill-Manchester,22.36945438661742,Haverhill,2009,67325.0,1172,x_hh_income
Rockport-Groveland,22.392578038158675,Rockport,2009,76745.0,1173,x_hh_income
Methuen-Marblehead,22.64541588297923,Methuen,2009,67179.0,1174,x_hh_income
Rockport-Lynnfield,22.91466328343544,Rockport,2009,76745.0,1175,x_hh_income
Haverhill-Saugus,22.955894710502044,Haverhill,2009,67325.0,1176,x_hh_income
Lynn-Haverhill,23.0026220104014,Lynn,2009,46944.0,1177,x_hh_income
Methuen-Manchester,23.089600480819158,Methuen,2009,67179.0,1178,x_hh_income
Newburyport-Swampscott,23.15133451011449,Newburyport,2009,82912.0,1179,x_hh_income
Gloucester-North Andover,23.172294105998617,Gloucester,2009,65749.0,1180,x_hh_income
Haverhill-Swampscott,23.30482078720043,Haverhill,2009,67325.0,1181,x_hh_income
Lynn-Newburyport,23.432829441197484,Lynn,2009,46944.0,1182,x_hh_income
Haverhill-Marblehead,23.68056099428028,Haverhill,2009,67325.0,1183,x_hh_income
Salem-Amesbury,23.871491956767866,Salem,2009,61917.0,1184,x_hh_income
Lawrence-Gloucester,24.42470131212901,Lawrence,2009,34372.0,1185,x_hh_income
Gloucester-Andover,24.547384939302,Gloucester,2009,65749.0,1186,x_hh_income
Rockport-Saugus,24.827248081289227,Rockport,2009,76745.0,1187,x_hh_income
Haverhill-Gloucester,24.95035273715314,Haverhill,2009,67325.0,1188,x_hh_income
Amesbury-Marblehead,25.056378726242865,Amesbury,2009,81465.0,1189,x_hh_income
Saugus-Newburyport,25.312493514949253,Saugus,2009,77178.0,1190,x_hh_income
Amesbury-Swampscott,25.72700610367984,Amesbury,2009,81465.0,1191,x_hh_income
Lynn-Amesbury,25.86689109358219,Lynn,2009,46944.0,1192,x_hh_income
Rockport-North Andover,25.970085084054105,Rockport,2009,76745.0,1193,x_hh_income
Gloucester-Methuen,26.487426371561423,Gloucester,2009,65749.0,1194,x_hh_income
Haverhill-Rockport,26.915489928836628,Haverhill,2009,67325.0,1195,x_hh_income
Amesbury-Saugus,27.268306509975,Amesbury,2009,81465.0,1196,x_hh_income
Lawrence-Rockport,27.33693396290136,Lawrence,2009,34372.0,1197,x_hh_income
Rockport-Andover,27.740646256643792,Rockport,2009,76745.0,1198,x_hh_income
Methuen-Rockport,29.08233974307388,Methuen,2009,67179.0,1199,x_hh_income
Lynn-Swampscott,1.196055302079143,Lynn,2019,56181.0,1200,x_hh_income
Lawrence-North Andover,1.5855866438822594,Lawrence,2019,44613.0,1201,x_hh_income
Salem-Swampscott,1.9363245470077504,Salem,2019,68808.0,1202,x_hh_income
Salem-Marblehead,2.361965084725948,Salem,2019,68808.0,1203,x_hh_income
Lawrence-Andover,2.4075788470636974,Lawrence,2019,44613.0,1204,x_hh_income
Lynn-Salem,2.620759071282193,Lynn,2019,56181.0,1205,x_hh_income
Swampscott-Marblehead,2.7700866048205146,Swampscott,2019,113407.0,1206,x_hh_income
Beverly-Danvers,2.820942616776508,Beverly,2019,80586.0,1207,x_hh_income
Peabody-Lynnfield,3.0211280959779665,Peabody,2019,73217.0,1208,x_hh_income
Lawrence-Methuen,3.190858545165007,Lawrence,2019,44613.0,1209,x_hh_income
Peabody-Danvers,3.3831848090871595,Peabody,2019,73217.0,1210,x_hh_income
Methuen-North Andover,3.582984079375072,Methuen,2019,77484.0,1211,x_hh_income
Andover-North Andover,3.5890416313744566,Andover,2019,95600.0,1212,x_hh_income
Danvers-Topsfield,3.717251074636475,Danvers,2019,89250.0,1213,x_hh_income
Salisbury-Georgetown,3.814898481551445,Salisbury,2019,81304.0,1214,x_hh_income
Amesbury-Newburyport,3.8692811155221,Amesbury,2019,82468.0,1215,x_hh_income
Lynn-Marblehead,3.9489579065240856,Lynn,2019,56181.0,1216,x_hh_income
Ipswich-Hamilton,4.140077970284551,Ipswich,2019,93212.0,1217,x_hh_income
Salem-Peabody,4.141631838811724,Salem,2019,68808.0,1218,x_hh_income
Lynn-Saugus,4.160763648971105,Lynn,2019,56181.0,1219,x_hh_income
Merrimac-Georgetown,4.28828278923016,Merrimac,2019,84609.0,1220,x_hh_income
Gloucester-Rockport,4.3171524484408135,Gloucester,2019,72574.0,1221,x_hh_income
Salem-Beverly,4.327777882741018,Salem,2019,68808.0,1222,x_hh_income
Beverly-Hamilton,4.72845942483406,Beverly,2019,80586.0,1223,x_hh_income
Haverhill-Groveland,4.762942120764938,Haverhill,2019,69426.0,1224,x_hh_income
Peabody-Beverly,4.935838087070542,Peabody,2019,73217.0,1225,x_hh_income
Lynn-Peabody,4.94029677394803,Lynn,2019,56181.0,1226,x_hh_income
Haverhill-Methuen,4.97318960159047,Haverhill,2019,69426.0,1227,x_hh_income
Newbury-Newburyport,5.008180269711917,Newbury,2019,101875.0,1228,x_hh_income
Beverly-Marblehead,5.037819794778186,Beverly,2019,80586.0,1229,x_hh_income
Gloucester-Manchester,5.06495176646527,Gloucester,2019,72574.0,1230,x_hh_income
Ipswich-Newbury,5.0819856969992605,Ipswich,2019,93212.0,1231,x_hh_income
Hamilton-Manchester,5.254430247077268,Hamilton,2019,127813.0,1232,x_hh_income
Peabody-Swampscott,5.289150594497587,Peabody,2019,73217.0,1233,x_hh_income
Methuen-Andover,5.306090018823177,Methuen,2019,77484.0,1234,x_hh_income
Salem-Danvers,5.330710306255406,Salem,2019,68808.0,1235,x_hh_income
Danvers-Hamilton,5.335146344153019,Danvers,2019,89250.0,1236,x_hh_income
Saugus-Swampscott,5.349151489056062,Saugus,2019,88667.0,1237,x_hh_income
Saugus-Lynnfield,5.433577113105851,Saugus,2019,88667.0,1238,x_hh_income
Peabody-Middleton,5.5454252943224684,Peabody,2019,73217.0,1239,x_hh_income
Newbury-Groveland,5.590551585369322,Newbury,2019,101875.0,1240,x_hh_income
Amesbury-Groveland,5.917174839382962,Amesbury,2019,82468.0,1241,x_hh_income
Danvers-Lynnfield,5.964400140329401,Danvers,2019,89250.0,1242,x_hh_income
Beverly-Manchester,5.971410704235797,Beverly,2019,80586.0,1243,x_hh_income
Haverhill-North Andover,6.005102278445393,Haverhill,2019,69426.0,1244,x_hh_income
Beverly-Swampscott,6.252890130243487,Beverly,2019,80586.0,1245,x_hh_income
Lynn-Lynnfield,6.268752525050366,Lynn,2019,56181.0,1246,x_hh_income
Peabody-Saugus,6.286835159897371,Peabody,2019,73217.0,1247,x_hh_income
Beverly-Middleton,6.352256480398708,Beverly,2019,80586.0,1248,x_hh_income
Peabody-Marblehead,6.446932447408488,Peabody,2019,73217.0,1249,x_hh_income
Salem-Saugus,6.465266029224285,Salem,2019,68808.0,1250,x_hh_income
Middleton-Hamilton,6.512709111452249,Middleton,2019,125204.0,1251,x_hh_income
Salem-Lynnfield,6.587860172732203,Salem,2019,68808.0,1252,x_hh_income
Lynnfield-Boxford,6.601916701304433,Lynnfield,2019,128641.0,1253,x_hh_income
Merrimac-Newburyport,6.769292675011802,Merrimac,2019,84609.0,1254,x_hh_income
North Andover-Georgetown,6.802750263821978,North Andover,2019,108070.0,1255,x_hh_income
Lynn-Beverly,6.870577048901468,Lynn,2019,56181.0,1256,x_hh_income
Georgetown-Boxford,6.878720081064147,Georgetown,2019,128466.0,1257,x_hh_income
Lawrence-Haverhill,6.909402253317068,Lawrence,2019,44613.0,1258,x_hh_income
Danvers-Marblehead,6.956299833777334,Danvers,2019,89250.0,1259,x_hh_income
Swampscott-Lynnfield,7.077581548126293,Swampscott,2019,113407.0,1260,x_hh_income
Danvers-Swampscott,7.138617286692019,Danvers,2019,89250.0,1261,x_hh_income
Ipswich-Georgetown,7.303851120504134,Ipswich,2019,93212.0,1262,x_hh_income
Lynn-Danvers,7.307373189110715,Lynn,2019,56181.0,1263,x_hh_income
Amesbury-Newbury,7.5010648416583505,Amesbury,2019,82468.0,1264,x_hh_income
Haverhill-Georgetown,7.509617320152967,Haverhill,2019,69426.0,1265,x_hh_income
Ipswich-Middleton,7.724247814786984,Ipswich,2019,93212.0,1266,x_hh_income
Merrimac-North Andover,7.740175664835019,Merrimac,2019,84609.0,1267,x_hh_income
Beverly-Lynnfield,7.932323713286167,Beverly,2019,80586.0,1268,x_hh_income
Newburyport-Georgetown,7.985919998287651,Newburyport,2019,109839.0,1269,x_hh_income
Saugus-Marblehead,8.109540994969315,Saugus,2019,88667.0,1270,x_hh_income
Marblehead-Manchester,8.114360343705243,Marblehead,2019,123333.0,1271,x_hh_income
Lawrence-Georgetown,8.367780755084983,Lawrence,2019,44613.0,1272,x_hh_income
Danvers-Manchester,8.406932757250539,Danvers,2019,89250.0,1273,x_hh_income
Danvers-Ipswich,8.419675912179603,Danvers,2019,89250.0,1274,x_hh_income
Ipswich-Manchester,8.526754212020727,Ipswich,2019,93212.0,1275,x_hh_income
Peabody-Hamilton,8.6667657317385,Peabody,2019,73217.0,1276,x_hh_income
Beverly-Ipswich,8.687484950177778,Beverly,2019,80586.0,1277,x_hh_income
Newbury-Hamilton,8.708197936264018,Newbury,2019,101875.0,1278,x_hh_income
Methuen-Groveland,8.742235481874381,Methuen,2019,77484.0,1279,x_hh_income
Rowley-Topsfield,8.781965738283064,Rowley,2019,115909.0,1280,x_hh_income
Gloucester-Hamilton,8.789220302849722,Gloucester,2019,72574.0,1281,x_hh_income
Ipswich-Newburyport,8.794455982710373,Ipswich,2019,93212.0,1282,x_hh_income
Salem-Middleton,8.816292246351624,Salem,2019,68808.0,1283,x_hh_income
North Andover-Middleton,8.861898890882394,North Andover,2019,108070.0,1284,x_hh_income
Marblehead-Lynnfield,8.946003625179499,Marblehead,2019,123333.0,1285,x_hh_income
Amesbury-Georgetown,9.053987393332404,Amesbury,2019,82468.0,1286,x_hh_income
Salem-Hamilton,9.056235129047684,Salem,2019,68808.0,1287,x_hh_income
Salem-Manchester,9.064067512897635,Salem,2019,68808.0,1288,x_hh_income
Lawrence-Groveland,9.218136735579188,Lawrence,2019,44613.0,1289,x_hh_income
Haverhill-Andover,9.313462010627669,Haverhill,2019,69426.0,1290,x_hh_income
Rockport-Manchester,9.32182162171862,Rockport,2019,85208.0,1291,x_hh_income
Andover-Boxford,9.39963004524344,Andover,2019,95600.0,1292,x_hh_income
Methuen-Georgetown,9.416447742331538,Methuen,2019,77484.0,1293,x_hh_income
Haverhill-Amesbury,9.432995428782732,Haverhill,2019,69426.0,1294,x_hh_income
Marblehead-Hamilton,9.476531826064932,Marblehead,2019,123333.0,1295,x_hh_income
Saugus-Danvers,9.57372625400376,Saugus,2019,88667.0,1296,x_hh_income
Hamilton-Georgetown,9.644274943153622,Hamilton,2019,127813.0,1297,x_hh_income
Lawrence-Middleton,9.746248479830118,Lawrence,2019,44613.0,1298,x_hh_income
Andover-Georgetown,9.747505053932809,Andover,2019,95600.0,1299,x_hh_income
Haverhill-Salisbury,10.109357689480698,Haverhill,2019,69426.0,1300,x_hh_income
Beverly-Saugus,10.167938912426532,Beverly,2019,80586.0,1301,x_hh_income
Danvers-Georgetown,10.201636133036132,Danvers,2019,89250.0,1302,x_hh_income
Andover-Lynnfield,10.264085646401904,Andover,2019,95600.0,1303,x_hh_income
Gloucester-Ipswich,10.286158546833445,Gloucester,2019,72574.0,1304,x_hh_income
Lynn-Boxford,10.36432465025636,Lynn,2019,56181.0,1305,x_hh_income
Swampscott-Topsfield,10.457407210268777,Swampscott,2019,113407.0,1306,x_hh_income
Ipswich-Groveland,10.50318592490948,Ipswich,2019,93212.0,1307,x_hh_income
North Andover-Rowley,10.595961011815945,North Andover,2019,108070.0,1308,x_hh_income
Swampscott-Manchester,10.59850211551116,Swampscott,2019,113407.0,1309,x_hh_income
Marblehead-Topsfield,10.634881963318213,Marblehead,2019,123333.0,1310,x_hh_income
Peabody-Manchester,10.89742855278487,Peabody,2019,73217.0,1311,x_hh_income
Gloucester-Beverly,10.9558361024831,Gloucester,2019,72574.0,1312,x_hh_income
Swampscott-Hamilton,10.979043471364784,Swampscott,2019,113407.0,1313,x_hh_income
Manchester-Boxford,11.062451325444878,,2019,148854.0,1314,x_hh_income
Merrimac-Middleton,11.088968260199872,Merrimac,2019,84609.0,1315,x_hh_income
Danvers-Newbury,11.227650685583374,Danvers,2019,89250.0,1316,x_hh_income
Hamilton-Lynnfield,11.276499284588269,Hamilton,2019,127813.0,1317,x_hh_income
Andover-Groveland,11.297377400068251,Andover,2019,95600.0,1318,x_hh_income
Haverhill-Newburyport,11.334324255299892,Haverhill,2019,69426.0,1319,x_hh_income
Saugus-Boxford,11.577205900611634,Saugus,2019,88667.0,1320,x_hh_income
Lynn-Hamilton,11.58051109203177,Lynn,2019,56181.0,1321,x_hh_income
Lynn-Manchester,11.605556675732252,Lynn,2019,56181.0,1322,x_hh_income
Peabody-Ipswich,11.758579459620153,Peabody,2019,73217.0,1323,x_hh_income
North Andover-Lynnfield,11.938911532163392,North Andover,2019,108070.0,1324,x_hh_income
Lawrence-Lynnfield,11.95438781934023,Lawrence,2019,44613.0,1325,x_hh_income
Peabody-Andover,12.063527257128282,Peabody,2019,73217.0,1326,x_hh_income
Amesbury-Ipswich,12.148935466625495,Amesbury,2019,82468.0,1327,x_hh_income
Lawrence-Rowley,12.169708775426864,Lawrence,2019,44613.0,1328,x_hh_income
Rockport-Hamilton,12.217801923766386,Rockport,2019,85208.0,1329,x_hh_income
Beverly-Georgetown,12.234465974400331,Beverly,2019,80586.0,1330,x_hh_income
Peabody-Georgetown,12.41794498133533,Peabody,2019,73217.0,1331,x_hh_income
Methuen-Topsfield,12.442101289657243,Methuen,2019,77484.0,1332,x_hh_income
Danvers-North Andover,12.472701117800066,Danvers,2019,89250.0,1333,x_hh_income
Danvers-Andover,12.515988078045464,Danvers,2019,89250.0,1334,x_hh_income
Rockport-Ipswich,12.51727943650737,Rockport,2019,85208.0,1335,x_hh_income
Beverly-Newbury,12.52232559194136,Beverly,2019,80586.0,1336,x_hh_income
Newburyport-Hamilton,12.895687904682754,Newburyport,2019,109839.0,1337,x_hh_income
Gloucester-Marblehead,12.899264511038684,Gloucester,2019,72574.0,1338,x_hh_income
Salem-Ipswich,12.964355516829128,Salem,2019,68808.0,1339,x_hh_income
Methuen-Newbury,12.969386349249572,Methuen,2019,77484.0,1340,x_hh_income
