school_to_school,distance_mi,town,year,hh_income,rank,category
North Andover-Manchester,19.60006908182719,,1999,,842,y_hh_income
Lawrence-Marblehead,19.63388197068381,Marblehead,1999,105225.0,843,y_hh_income
Rockport-Georgetown,19.77429283323797,Georgetown,1999,108485.0,844,y_hh_income
Salem-Merrimac,19.79855980776882,Merrimac,1999,83493.0,845,y_hh_income
Rockport-Swampscott,19.832944954636584,Swampscott,1999,101129.0,846,y_hh_income
Peabody-Rockport,19.98039290805461,Rockport,1999,72069.0,847,y_hh_income
Beverly-Amesbury,20.02087689393048,Amesbury,1999,73840.0,848,y_hh_income
Methuen-Saugus,20.282260549932783,Saugus,1999,78669.0,849,y_hh_income
Salisbury-Saugus,20.307828831078293,Saugus,1999,78669.0,850,y_hh_income
Newburyport-Lynnfield,20.356616448714604,Lynnfield,1999,114696.0,851,y_hh_income
Andover-Manchester,20.460129563002276,,1999,,852,y_hh_income
Salem-Methuen,20.498835495217957,Methuen,1999,70598.0,853,y_hh_income
Gloucester-Saugus,20.54127361270812,Saugus,1999,78669.0,854,y_hh_income
Amesbury-Manchester,20.6275022248012,,1999,,855,y_hh_income
Lawrence-Manchester,20.681324564641606,,1999,,856,y_hh_income
Gloucester-Merrimac,20.736345367951014,Merrimac,1999,83493.0,857,y_hh_income
Lynn-Rockport,20.8839856108975,Rockport,1999,72069.0,858,y_hh_income
Lynn-Methuen,21.167875343829028,Methuen,1999,70598.0,859,y_hh_income
Peabody-Amesbury,21.238386179045992,Amesbury,1999,73840.0,860,y_hh_income
Salem-Newburyport,21.242177897894187,Newburyport,1999,83301.0,861,y_hh_income
Gloucester-Amesbury,21.26372255824968,Amesbury,1999,73840.0,862,y_hh_income
Groveland-Marblehead,21.36451126434109,Marblehead,1999,105225.0,863,y_hh_income
Lynn-Merrimac,21.4528307283514,Merrimac,1999,83493.0,864,y_hh_income
Groveland-Swampscott,21.51867720344836,Swampscott,1999,101129.0,865,y_hh_income
Methuen-Swampscott,21.70454772517829,Swampscott,1999,101129.0,866,y_hh_income
Amesbury-Rockport,21.77235614252541,Rockport,1999,72069.0,867,y_hh_income
Salem-Haverhill,21.799231471755373,Haverhill,1999,70891.0,868,y_hh_income
Amesbury-Lynnfield,22.042808363077896,Lynnfield,1999,114696.0,869,y_hh_income
Newburyport-Marblehead,22.178447256449367,Marblehead,1999,105225.0,870,y_hh_income
Saugus-Groveland,22.26165384218731,Groveland,1999,98395.0,871,y_hh_income
Haverhill-Manchester,22.36945438661742,,1999,,872,y_hh_income
Rockport-Groveland,22.392578038158675,Groveland,1999,98395.0,873,y_hh_income
Methuen-Marblehead,22.64541588297923,Marblehead,1999,105225.0,874,y_hh_income
Rockport-Lynnfield,22.91466328343544,Lynnfield,1999,114696.0,875,y_hh_income
Haverhill-Saugus,22.955894710502044,Saugus,1999,78669.0,876,y_hh_income
Lynn-Haverhill,23.0026220104014,Haverhill,1999,70891.0,877,y_hh_income
Methuen-Manchester,23.089600480819158,,1999,,878,y_hh_income
Newburyport-Swampscott,23.15133451011449,Swampscott,1999,101129.0,879,y_hh_income
Gloucester-North Andover,23.172294105998617,North Andover,1999,103461.0,880,y_hh_income
Haverhill-Swampscott,23.30482078720043,Swampscott,1999,101129.0,881,y_hh_income
Lynn-Newburyport,23.432829441197484,Newburyport,1999,83301.0,882,y_hh_income
Haverhill-Marblehead,23.68056099428028,Marblehead,1999,105225.0,883,y_hh_income
Salem-Amesbury,23.871491956767866,Amesbury,1999,73840.0,884,y_hh_income
Lawrence-Gloucester,24.42470131212901,Gloucester,1999,67888.0,885,y_hh_income
Gloucester-Andover,24.547384939302,Andover,1999,124735.0,886,y_hh_income
Rockport-Saugus,24.827248081289227,Saugus,1999,78669.0,887,y_hh_income
Haverhill-Gloucester,24.95035273715314,Gloucester,1999,67888.0,888,y_hh_income
Amesbury-Marblehead,25.056378726242865,Marblehead,1999,105225.0,889,y_hh_income
Saugus-Newburyport,25.312493514949253,Newburyport,1999,83301.0,890,y_hh_income
Amesbury-Swampscott,25.72700610367984,Swampscott,1999,101129.0,891,y_hh_income
Lynn-Amesbury,25.86689109358219,Amesbury,1999,73840.0,892,y_hh_income
Rockport-North Andover,25.970085084054105,North Andover,1999,103461.0,893,y_hh_income
Gloucester-Methuen,26.487426371561423,Methuen,1999,70598.0,894,y_hh_income
Haverhill-Rockport,26.915489928836628,Rockport,1999,72069.0,895,y_hh_income
Amesbury-Saugus,27.268306509975,Saugus,1999,78669.0,896,y_hh_income
Lawrence-Rockport,27.33693396290136,Rockport,1999,72069.0,897,y_hh_income
Rockport-Andover,27.740646256643792,Andover,1999,124735.0,898,y_hh_income
Methuen-Rockport,29.08233974307388,Rockport,1999,72069.0,899,y_hh_income
Lynn-Swampscott,1.196055302079143,Swampscott,2009,98628.0,900,y_hh_income
Lawrence-North Andover,1.5855866438822594,North Andover,2009,99691.0,901,y_hh_income
Salem-Swampscott,1.9363245470077504,Swampscott,2009,98628.0,902,y_hh_income
Salem-Marblehead,2.361965084725948,Marblehead,2009,105511.0,903,y_hh_income
Lawrence-Andover,2.4075788470636974,Andover,2009,120621.0,904,y_hh_income
Lynn-Salem,2.620759071282193,Salem,2009,61917.0,905,y_hh_income
Swampscott-Marblehead,2.7700866048205146,Marblehead,2009,105511.0,906,y_hh_income
Beverly-Danvers,2.820942616776508,Danvers,2009,81836.0,907,y_hh_income
Peabody-Lynnfield,3.0211280959779665,Lynnfield,2009,95180.0,908,y_hh_income
Lawrence-Methuen,3.190858545165007,Methuen,2009,67179.0,909,y_hh_income
Peabody-Danvers,3.3831848090871595,Danvers,2009,81836.0,910,y_hh_income
Methuen-North Andover,3.582984079375072,North Andover,2009,99691.0,911,y_hh_income
Andover-North Andover,3.5890416313744566,North Andover,2009,99691.0,912,y_hh_income
Danvers-Topsfield,3.717251074636475,Topsfield,2009,124982.0,913,y_hh_income
Salisbury-Georgetown,3.814898481551445,Georgetown,2009,110703.0,914,y_hh_income
Amesbury-Newburyport,3.8692811155221,Newburyport,2009,82912.0,915,y_hh_income
Lynn-Marblehead,3.9489579065240856,Marblehead,2009,105511.0,916,y_hh_income
Ipswich-Hamilton,4.140077970284551,Hamilton,2009,108375.0,917,y_hh_income
Salem-Peabody,4.141631838811724,Peabody,2009,71192.0,918,y_hh_income
Lynn-Saugus,4.160763648971105,Saugus,2009,77178.0,919,y_hh_income
Merrimac-Georgetown,4.28828278923016,Georgetown,2009,110703.0,920,y_hh_income
Gloucester-Rockport,4.3171524484408135,Rockport,2009,76745.0,921,y_hh_income
Salem-Beverly,4.327777882741018,Beverly,2009,72449.0,922,y_hh_income
Beverly-Hamilton,4.72845942483406,Hamilton,2009,108375.0,923,y_hh_income
Haverhill-Groveland,4.762942120764938,Groveland,2009,91531.0,924,y_hh_income
Peabody-Beverly,4.935838087070542,Beverly,2009,72449.0,925,y_hh_income
Lynn-Peabody,4.94029677394803,Peabody,2009,71192.0,926,y_hh_income
Haverhill-Methuen,4.97318960159047,Methuen,2009,67179.0,927,y_hh_income
Newbury-Newburyport,5.008180269711917,Newburyport,2009,82912.0,928,y_hh_income
Beverly-Marblehead,5.037819794778186,Marblehead,2009,105511.0,929,y_hh_income
Gloucester-Manchester,5.06495176646527,,2009,,930,y_hh_income
Ipswich-Newbury,5.0819856969992605,Newbury,2009,98942.0,931,y_hh_income
Hamilton-Manchester,5.254430247077268,,2009,,932,y_hh_income
Peabody-Swampscott,5.289150594497587,Swampscott,2009,98628.0,933,y_hh_income
Methuen-Andover,5.306090018823177,Andover,2009,120621.0,934,y_hh_income
Salem-Danvers,5.330710306255406,Danvers,2009,81836.0,935,y_hh_income
Danvers-Hamilton,5.335146344153019,Hamilton,2009,108375.0,936,y_hh_income
Saugus-Swampscott,5.349151489056062,Swampscott,2009,98628.0,937,y_hh_income
Saugus-Lynnfield,5.433577113105851,Lynnfield,2009,95180.0,938,y_hh_income
Peabody-Middleton,5.5454252943224684,Middleton,2009,95330.0,939,y_hh_income
Newbury-Groveland,5.590551585369322,Groveland,2009,91531.0,940,y_hh_income
Amesbury-Groveland,5.917174839382962,Groveland,2009,91531.0,941,y_hh_income
Danvers-Lynnfield,5.964400140329401,Lynnfield,2009,95180.0,942,y_hh_income
Beverly-Manchester,5.971410704235797,,2009,,943,y_hh_income
Haverhill-North Andover,6.005102278445393,North Andover,2009,99691.0,944,y_hh_income
Beverly-Swampscott,6.252890130243487,Swampscott,2009,98628.0,945,y_hh_income
Lynn-Lynnfield,6.268752525050366,Lynnfield,2009,95180.0,946,y_hh_income
Peabody-Saugus,6.286835159897371,Saugus,2009,77178.0,947,y_hh_income
Beverly-Middleton,6.352256480398708,Middleton,2009,95330.0,948,y_hh_income
Peabody-Marblehead,6.446932447408488,Marblehead,2009,105511.0,949,y_hh_income
Salem-Saugus,6.465266029224285,Saugus,2009,77178.0,950,y_hh_income
Middleton-Hamilton,6.512709111452249,Hamilton,2009,108375.0,951,y_hh_income
Salem-Lynnfield,6.587860172732203,Lynnfield,2009,95180.0,952,y_hh_income
Lynnfield-Boxford,6.601916701304433,Boxford,2009,155441.0,953,y_hh_income
Merrimac-Newburyport,6.769292675011802,Newburyport,2009,82912.0,954,y_hh_income
North Andover-Georgetown,6.802750263821978,Georgetown,2009,110703.0,955,y_hh_income
Lynn-Beverly,6.870577048901468,Beverly,2009,72449.0,956,y_hh_income
Georgetown-Boxford,6.878720081064147,Boxford,2009,155441.0,957,y_hh_income
Lawrence-Haverhill,6.909402253317068,Haverhill,2009,67325.0,958,y_hh_income
Danvers-Marblehead,6.956299833777334,Marblehead,2009,105511.0,959,y_hh_income
Swampscott-Lynnfield,7.077581548126293,Lynnfield,2009,95180.0,960,y_hh_income
Danvers-Swampscott,7.138617286692019,Swampscott,2009,98628.0,961,y_hh_income
Ipswich-Georgetown,7.303851120504134,Georgetown,2009,110703.0,962,y_hh_income
Lynn-Danvers,7.307373189110715,Danvers,2009,81836.0,963,y_hh_income
Amesbury-Newbury,7.5010648416583505,Newbury,2009,98942.0,964,y_hh_income
Haverhill-Georgetown,7.509617320152967,Georgetown,2009,110703.0,965,y_hh_income
Ipswich-Middleton,7.724247814786984,Middleton,2009,95330.0,966,y_hh_income
Merrimac-North Andover,7.740175664835019,North Andover,2009,99691.0,967,y_hh_income
Beverly-Lynnfield,7.932323713286167,Lynnfield,2009,95180.0,968,y_hh_income
Newburyport-Georgetown,7.985919998287651,Georgetown,2009,110703.0,969,y_hh_income
Saugus-Marblehead,8.109540994969315,Marblehead,2009,105511.0,970,y_hh_income
Marblehead-Manchester,8.114360343705243,,2009,,971,y_hh_income
Lawrence-Georgetown,8.367780755084983,Georgetown,2009,110703.0,972,y_hh_income
Danvers-Manchester,8.406932757250539,,2009,,973,y_hh_income
Danvers-Ipswich,8.419675912179603,Ipswich,2009,87819.0,974,y_hh_income
Ipswich-Manchester,8.526754212020727,,2009,,975,y_hh_income
Peabody-Hamilton,8.6667657317385,Hamilton,2009,108375.0,976,y_hh_income
Beverly-Ipswich,8.687484950177778,Ipswich,2009,87819.0,977,y_hh_income
Newbury-Hamilton,8.708197936264018,Hamilton,2009,108375.0,978,y_hh_income
Methuen-Groveland,8.742235481874381,Groveland,2009,91531.0,979,y_hh_income
Rowley-Topsfield,8.781965738283064,Topsfield,2009,124982.0,980,y_hh_income
Gloucester-Hamilton,8.789220302849722,Hamilton,2009,108375.0,981,y_hh_income
Ipswich-Newburyport,8.794455982710373,Newburyport,2009,82912.0,982,y_hh_income
Salem-Middleton,8.816292246351624,Middleton,2009,95330.0,983,y_hh_income
North Andover-Middleton,8.861898890882394,Middleton,2009,95330.0,984,y_hh_income
Marblehead-Lynnfield,8.946003625179499,Lynnfield,2009,95180.0,985,y_hh_income
Amesbury-Georgetown,9.053987393332404,Georgetown,2009,110703.0,986,y_hh_income
Salem-Hamilton,9.056235129047684,Hamilton,2009,108375.0,987,y_hh_income
Salem-Manchester,9.064067512897635,,2009,,988,y_hh_income
Lawrence-Groveland,9.218136735579188,Groveland,2009,91531.0,989,y_hh_income
Haverhill-Andover,9.313462010627669,Andover,2009,120621.0,990,y_hh_income
Rockport-Manchester,9.32182162171862,,2009,,991,y_hh_income
Andover-Boxford,9.39963004524344,Boxford,2009,155441.0,992,y_hh_income
Methuen-Georgetown,9.416447742331538,Georgetown,2009,110703.0,993,y_hh_income
Haverhill-Amesbury,9.432995428782732,Amesbury,2009,81465.0,994,y_hh_income
Marblehead-Hamilton,9.476531826064932,Hamilton,2009,108375.0,995,y_hh_income
Saugus-Danvers,9.57372625400376,Danvers,2009,81836.0,996,y_hh_income
Hamilton-Georgetown,9.644274943153622,Georgetown,2009,110703.0,997,y_hh_income
Lawrence-Middleton,9.746248479830118,Middleton,2009,95330.0,998,y_hh_income
Andover-Georgetown,9.747505053932809,Georgetown,2009,110703.0,999,y_hh_income
Haverhill-Salisbury,10.109357689480698,Salisbury,2009,68369.0,1000,y_hh_income
Beverly-Saugus,10.167938912426532,Saugus,2009,77178.0,1001,y_hh_income
Danvers-Georgetown,10.201636133036132,Georgetown,2009,110703.0,1002,y_hh_income
Andover-Lynnfield,10.264085646401904,Lynnfield,2009,95180.0,1003,y_hh_income
Gloucester-Ipswich,10.286158546833445,Ipswich,2009,87819.0,1004,y_hh_income
Lynn-Boxford,10.36432465025636,Boxford,2009,155441.0,1005,y_hh_income
Swampscott-Topsfield,10.457407210268777,Topsfield,2009,124982.0,1006,y_hh_income
Ipswich-Groveland,10.50318592490948,Groveland,2009,91531.0,1007,y_hh_income
North Andover-Rowley,10.595961011815945,Rowley,2009,81403.0,1008,y_hh_income
Swampscott-Manchester,10.59850211551116,,2009,,1009,y_hh_income
Marblehead-Topsfield,10.634881963318213,Topsfield,2009,124982.0,1010,y_hh_income
Peabody-Manchester,10.89742855278487,,2009,,1011,y_hh_income
Gloucester-Beverly,10.9558361024831,Beverly,2009,72449.0,1012,y_hh_income
Swampscott-Hamilton,10.979043471364784,Hamilton,2009,108375.0,1013,y_hh_income
Manchester-Boxford,11.062451325444878,Boxford,2009,155441.0,1014,y_hh_income
Merrimac-Middleton,11.088968260199872,Middleton,2009,95330.0,1015,y_hh_income
Danvers-Newbury,11.227650685583374,Newbury,2009,98942.0,1016,y_hh_income
Hamilton-Lynnfield,11.276499284588269,Lynnfield,2009,95180.0,1017,y_hh_income
Andover-Groveland,11.297377400068251,Groveland,2009,91531.0,1018,y_hh_income
Haverhill-Newburyport,11.334324255299892,Newburyport,2009,82912.0,1019,y_hh_income
Saugus-Boxford,11.577205900611634,Boxford,2009,155441.0,1020,y_hh_income
Lynn-Hamilton,11.58051109203177,Hamilton,2009,108375.0,1021,y_hh_income
Lynn-Manchester,11.605556675732252,,2009,,1022,y_hh_income
Peabody-Ipswich,11.758579459620153,Ipswich,2009,87819.0,1023,y_hh_income
North Andover-Lynnfield,11.938911532163392,Lynnfield,2009,95180.0,1024,y_hh_income
Lawrence-Lynnfield,11.95438781934023,Lynnfield,2009,95180.0,1025,y_hh_income
Peabody-Andover,12.063527257128282,Andover,2009,120621.0,1026,y_hh_income
Amesbury-Ipswich,12.148935466625495,Ipswich,2009,87819.0,1027,y_hh_income
Lawrence-Rowley,12.169708775426864,Rowley,2009,81403.0,1028,y_hh_income
Rockport-Hamilton,12.217801923766386,Hamilton,2009,108375.0,1029,y_hh_income
Beverly-Georgetown,12.234465974400331,Georgetown,2009,110703.0,1030,y_hh_income
Peabody-Georgetown,12.41794498133533,Georgetown,2009,110703.0,1031,y_hh_income
Methuen-Topsfield,12.442101289657243,Topsfield,2009,124982.0,1032,y_hh_income
Danvers-North Andover,12.472701117800066,North Andover,2009,99691.0,1033,y_hh_income
Danvers-Andover,12.515988078045464,Andover,2009,120621.0,1034,y_hh_income
Rockport-Ipswich,12.51727943650737,Ipswich,2009,87819.0,1035,y_hh_income
Beverly-Newbury,12.52232559194136,Newbury,2009,98942.0,1036,y_hh_income
Newburyport-Hamilton,12.895687904682754,Hamilton,2009,108375.0,1037,y_hh_income
Gloucester-Marblehead,12.899264511038684,Marblehead,2009,105511.0,1038,y_hh_income
Salem-Ipswich,12.964355516829128,Ipswich,2009,87819.0,1039,y_hh_income
Methuen-Newbury,12.969386349249572,Newbury,2009,98942.0,1040,y_hh_income
Peabody-North Andover,12.983646178047747,North Andover,2009,99691.0,1041,y_hh_income
Georgetown-Lynnfield,13.00013446141318,Lynnfield,2009,95180.0,1042,y_hh_income
Haverhill-Middleton,13.045684163488096,Middleton,2009,95330.0,1043,y_hh_income
Gloucester-Danvers,13.162132013870128,Danvers,2009,81836.0,1044,y_hh_income
Lawrence-Danvers,13.219430987655702,Danvers,2009,81836.0,1045,y_hh_income
Lawrence-Peabody,13.34602148618582,Peabody,2009,71192.0,1046,y_hh_income
Ipswich-North Andover,13.514457314090834,North Andover,2009,99691.0,1047,y_hh_income
Andover-Rowley,13.542872599968398,Rowley,2009,81403.0,1048,y_hh_income
Newbury-Manchester,13.555635495860168,,2009,,1049,y_hh_income
Groveland-Hamilton,13.56794630071523,Hamilton,2009,108375.0,1050,y_hh_income
Ipswich-Marblehead,13.58268546146308,Marblehead,2009,105511.0,1051,y_hh_income
Amesbury-North Andover,13.642329098655866,North Andover,2009,99691.0,1052,y_hh_income
Newburyport-Boxford,13.787627617280872,Boxford,2009,155441.0,1053,y_hh_income
Ipswich-Lynnfield,13.8728960493289,Lynnfield,2009,95180.0,1054,y_hh_income
Lynnfield-Manchester,13.902776957218602,,2009,,1055,y_hh_income
North Andover-Newburyport,14.04076001068662,Newburyport,2009,82912.0,1056,y_hh_income
Salem-Gloucester,14.081055789442749,Gloucester,2009,65749.0,1057,y_hh_income
Peabody-Newbury,14.101567271065784,Newbury,2009,98942.0,1058,y_hh_income
Methuen-Amesbury,14.19260795563816,Amesbury,2009,81465.0,1059,y_hh_income
Merrimac-Danvers,14.486994630142885,Danvers,2009,81836.0,1060,y_hh_income
North Andover-Hamilton,14.529339262337508,Hamilton,2009,108375.0,1061,y_hh_income
Saugus-Hamilton,14.6134452953004,Hamilton,2009,108375.0,1062,y_hh_income
Haverhill-Ipswich,14.669865718574146,Ipswich,2009,87819.0,1063,y_hh_income
Georgetown-Manchester,14.883813332484069,,2009,,1064,y_hh_income
Ipswich-Swampscott,14.900666267532348,Swampscott,2009,98628.0,1065,y_hh_income
Lawrence-Ipswich,14.938465774524616,Ipswich,2009,87819.0,1066,y_hh_income
Beverly-Rockport,15.074415061446627,Rockport,2009,76745.0,1067,y_hh_income
Lawrence-Amesbury,15.087670934599409,Amesbury,2009,81465.0,1068,y_hh_income
Methuen-Lynnfield,15.14039062640831,Lynnfield,2009,95180.0,1069,y_hh_income
Saugus-Andover,15.162806374607642,Andover,2009,120621.0,1070,y_hh_income
Gloucester-Salisbury,15.183458969627928,Salisbury,2009,68369.0,1071,y_hh_income
Beverly-North Andover,15.202946214049929,North Andover,2009,99691.0,1072,y_hh_income
Gloucester-Boxford,15.254370502270476,Boxford,2009,155441.0,1073,y_hh_income
Beverly-Andover,15.336875510225218,Andover,2009,120621.0,1074,y_hh_income
Rowley-Lynnfield,15.362293556244408,Lynnfield,2009,95180.0,1075,y_hh_income
Lynn-Ipswich,15.380850893825723,Ipswich,2009,87819.0,1076,y_hh_income
Methuen-Newburyport,15.49621321495254,Newburyport,2009,82912.0,1077,y_hh_income
Saugus-Manchester,15.506799112025297,,2009,,1078,y_hh_income
Gloucester-Swampscott,15.517247717133625,Swampscott,2009,98628.0,1079,y_hh_income
Salem-Georgetown,15.519365983947756,Georgetown,2009,110703.0,1080,y_hh_income
Lawrence-Newburyport,15.606260090799044,Newburyport,2009,82912.0,1081,y_hh_income
Ipswich-Andover,15.619722899199228,Andover,2009,120621.0,1082,y_hh_income
Lawrence-Hamilton,15.70856348237175,Hamilton,2009,108375.0,1083,y_hh_income
Amesbury-Middleton,15.72378249702108,Middleton,2009,95330.0,1084,y_hh_income
Andover-Hamilton,15.758343218532286,Hamilton,2009,108375.0,1085,y_hh_income
Gloucester-Peabody,15.890522696154266,Peabody,2009,71192.0,1086,y_hh_income
Lawrence-Beverly,16.00590447862675,Beverly,2009,72449.0,1087,y_hh_income
Methuen-Danvers,16.053745356476842,Danvers,2009,81836.0,1088,y_hh_income
Amesbury-Hamilton,16.097453923288366,Hamilton,2009,108375.0,1089,y_hh_income
Danvers-Newburyport,16.133658382863327,Newburyport,2009,82912.0,1090,y_hh_income
Salem-Andover,16.204989390768823,Andover,2009,120621.0,1091,y_hh_income
Salem-Newbury,16.43744294243522,Newbury,2009,98942.0,1092,y_hh_income
Peabody-Methuen,16.439975632764526,Methuen,2009,67179.0,1093,y_hh_income
Lynn-Andover,16.481500340819096,Andover,2009,120621.0,1094,y_hh_income
Beverly-Groveland,16.495403844308367,Groveland,2009,91531.0,1095,y_hh_income
Methuen-Ipswich,16.565586663887842,Ipswich,2009,87819.0,1096,y_hh_income
Lynn-Gloucester,16.5739121803416,Gloucester,2009,65749.0,1097,y_hh_income
Peabody-Groveland,16.58896113190994,Groveland,2009,91531.0,1098,y_hh_income
Haverhill-Danvers,16.742845521517314,Danvers,2009,81836.0,1099,y_hh_income
Rockport-Newbury,16.829522160879524,Newbury,2009,98942.0,1100,y_hh_income
Groveland-Lynnfield,16.880364255363606,Lynnfield,2009,95180.0,1101,y_hh_income
Salem-North Andover,16.994939653374267,North Andover,2009,99691.0,1102,y_hh_income
Rockport-Danvers,17.068055413321378,Danvers,2009,81836.0,1103,y_hh_income
Marblehead-Georgetown,17.078385759064822,Georgetown,2009,110703.0,1104,y_hh_income
Newburyport-Manchester,17.092291070744253,,2009,,1105,y_hh_income
Lawrence-Saugus,17.09637317499067,Saugus,2009,77178.0,1106,y_hh_income
Haverhill-Hamilton,17.117663719384304,Hamilton,2009,108375.0,1107,y_hh_income
Andover-Swampscott,17.159933115955244,Swampscott,2009,98628.0,1108,y_hh_income
Beverly-Newburyport,17.162864608528,Newburyport,2009,82912.0,1109,y_hh_income
Amesbury-Andover,17.210854155649013,Andover,2009,120621.0,1110,y_hh_income
Rockport-Marblehead,17.214476041323557,Marblehead,2009,105511.0,1111,y_hh_income
Lynn-Georgetown,17.229769197983277,Georgetown,2009,110703.0,1112,y_hh_income
Saugus-North Andover,17.24339387979217,North Andover,2009,99691.0,1113,y_hh_income
Swampscott-Georgetown,17.25751644148076,Georgetown,2009,110703.0,1114,y_hh_income
Andover-Newburyport,17.403607755179664,Newburyport,2009,82912.0,1115,y_hh_income
Gloucester-Newburyport,17.439456653732286,Newburyport,2009,82912.0,1116,y_hh_income
Lawrence-Salem,17.441359298529775,Salem,2009,61917.0,1117,y_hh_income
Gloucester-Georgetown,17.51726905403272,Georgetown,2009,110703.0,1118,y_hh_income
Haverhill-Lynnfield,17.549864906635467,Lynnfield,2009,95180.0,1119,y_hh_income
Salisbury-Marblehead,17.559301459631794,Marblehead,2009,105511.0,1120,y_hh_income
Lynn-North Andover,17.793342757604016,North Andover,2009,99691.0,1121,y_hh_income
Rockport-Newburyport,17.911944205966048,Newburyport,2009,82912.0,1122,y_hh_income
Methuen-Hamilton,17.956172618128836,Hamilton,2009,108375.0,1123,y_hh_income
Saugus-Ipswich,17.993398810778938,Ipswich,2009,87819.0,1124,y_hh_income
Lawrence-Lynn,18.016548938946595,Lynn,2009,46944.0,1125,y_hh_income
Haverhill-Peabody,18.069702789019665,Peabody,2009,71192.0,1126,y_hh_income
North Andover-Swampscott,18.268783059518945,Swampscott,2009,98628.0,1127,y_hh_income
Saugus-Georgetown,18.28075555882961,Georgetown,2009,110703.0,1128,y_hh_income
Newbury-Swampscott,18.31949668550949,Swampscott,2009,98628.0,1129,y_hh_income
Salem-Rockport,18.37551040891196,Rockport,2009,76745.0,1130,y_hh_income
Andover-Marblehead,18.48502227795016,Marblehead,2009,105511.0,1131,y_hh_income
Lynn-Newbury,18.534331766607817,Newbury,2009,98942.0,1132,y_hh_income
Lawrence-Swampscott,18.584554664701063,Swampscott,2009,98628.0,1133,y_hh_income
Amesbury-Danvers,18.594489097577085,Danvers,2009,81836.0,1134,y_hh_income
Groveland-Manchester,18.708926594679557,,2009,,1135,y_hh_income
Rockport-Boxford,18.711609389647226,Boxford,2009,155441.0,1136,y_hh_income
Methuen-Beverly,18.785638006009563,Beverly,2009,72449.0,1137,y_hh_income
Gloucester-Lynnfield,18.87052226289195,Lynnfield,2009,95180.0,1138,y_hh_income
Peabody-Newburyport,19.090854751609864,Newburyport,2009,82912.0,1139,y_hh_income
North Andover-Marblehead,19.10744090093772,Marblehead,2009,105511.0,1140,y_hh_income
Haverhill-Beverly,19.17226391554763,Beverly,2009,72449.0,1141,y_hh_income
North Andover-Manchester,19.60006908182719,,2009,,1142,y_hh_income
Lawrence-Marblehead,19.63388197068381,Marblehead,2009,105511.0,1143,y_hh_income
Rockport-Georgetown,19.77429283323797,Georgetown,2009,110703.0,1144,y_hh_income
Salem-Merrimac,19.79855980776882,Merrimac,2009,82061.0,1145,y_hh_income
Rockport-Swampscott,19.832944954636584,Swampscott,2009,98628.0,1146,y_hh_income
Peabody-Rockport,19.98039290805461,Rockport,2009,76745.0,1147,y_hh_income
Beverly-Amesbury,20.02087689393048,Amesbury,2009,81465.0,1148,y_hh_income
Methuen-Saugus,20.282260549932783,Saugus,2009,77178.0,1149,y_hh_income
Salisbury-Saugus,20.307828831078293,Saugus,2009,77178.0,1150,y_hh_income
Newburyport-Lynnfield,20.356616448714604,Lynnfield,2009,95180.0,1151,y_hh_income
Andover-Manchester,20.460129563002276,,2009,,1152,y_hh_income
Salem-Methuen,20.498835495217957,Methuen,2009,67179.0,1153,y_hh_income
Gloucester-Saugus,20.54127361270812,Saugus,2009,77178.0,1154,y_hh_income
Amesbury-Manchester,20.6275022248012,,2009,,1155,y_hh_income
Lawrence-Manchester,20.681324564641606,,2009,,1156,y_hh_income
Gloucester-Merrimac,20.736345367951014,Merrimac,2009,82061.0,1157,y_hh_income
Lynn-Rockport,20.8839856108975,Rockport,2009,76745.0,1158,y_hh_income
Lynn-Methuen,21.167875343829028,Methuen,2009,67179.0,1159,y_hh_income
Peabody-Amesbury,21.238386179045992,Amesbury,2009,81465.0,1160,y_hh_income
Salem-Newburyport,21.242177897894187,Newburyport,2009,82912.0,1161,y_hh_income
Gloucester-Amesbury,21.26372255824968,Amesbury,2009,81465.0,1162,y_hh_income
Groveland-Marblehead,21.36451126434109,Marblehead,2009,105511.0,1163,y_hh_income
Lynn-Merrimac,21.4528307283514,Merrimac,2009,82061.0,1164,y_hh_income
Groveland-Swampscott,21.51867720344836,Swampscott,2009,98628.0,1165,y_hh_income
Methuen-Swampscott,21.70454772517829,Swampscott,2009,98628.0,1166,y_hh_income
Amesbury-Rockport,21.77235614252541,Rockport,2009,76745.0,1167,y_hh_income
Salem-Haverhill,21.799231471755373,Haverhill,2009,67325.0,1168,y_hh_income
Amesbury-Lynnfield,22.042808363077896,Lynnfield,2009,95180.0,1169,y_hh_income
Newburyport-Marblehead,22.178447256449367,Marblehead,2009,105511.0,1170,y_hh_income
Saugus-Groveland,22.26165384218731,Groveland,2009,91531.0,1171,y_hh_income
Haverhill-Manchester,22.36945438661742,,2009,,1172,y_hh_income
Rockport-Groveland,22.392578038158675,Groveland,2009,91531.0,1173,y_hh_income
Methuen-Marblehead,22.64541588297923,Marblehead,2009,105511.0,1174,y_hh_income
Rockport-Lynnfield,22.91466328343544,Lynnfield,2009,95180.0,1175,y_hh_income
Haverhill-Saugus,22.955894710502044,Saugus,2009,77178.0,1176,y_hh_income
Lynn-Haverhill,23.0026220104014,Haverhill,2009,67325.0,1177,y_hh_income
Methuen-Manchester,23.089600480819158,,2009,,1178,y_hh_income
Newburyport-Swampscott,23.15133451011449,Swampscott,2009,98628.0,1179,y_hh_income
